,title,price,link
20,HP x360 Convertible 2in1 Intel Core i3 N305 - (8 GB/128 GB/Chrome Plus) 14b-cd0013TU Chromebook Laptop,"48,247",https://flipkart.com//hp-x360-convertible-2in1-intel-core-i3-n305-8-gb-128-gb-chrome-plus-14b-cd0013tu-chromebook-laptop/p/itmfb4a5d086ad0a?pid=COMH2V5Y7DFASMPZ&lid=LSTCOMH2V5Y7DFASMPZIB70HG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_21&otracker=search&fm=organic&iid=en_fkQobk5hiz4shvsGedTCJwG802vc8GSlhRmxKv0kL7upnQnEQTzlXqPniAMmaezbx6sTSQI0wS5h4tqrx5WWZFmOBtEFy0FmBP0CX6jfuRQ%3D&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
21,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"16,990",https://flipkart.com//chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-pro-laptop/p/itm5e1f327988402?pid=COMGQHMZWHRXFWET&lid=LSTCOMGQHMZWHRXFWETVNWSPG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_22&otracker=search&fm=organic&iid=en_fkQobk5hiz4shvsGedTCJwG802vc8GSlhRmxKv0kL7s7YhKbxKtQsKKkbYzvY3P1tuoHT4LhbLXSU_7mCO-Q2A%3D%3D&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
22,Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A324-45 Thin and Light...,"20,990",https://flipkart.com//acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itmbbfe217e40d59?pid=COMHFZYZFVD2MCAB&lid=LSTCOMHFZYZFVD2MCABTLQNKG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_23&otracker=search&fm=organic&iid=4e0e4bb1-e132-4a3b-8154-98bc7a2c4659.COMHFZYZFVD2MCAB.SEARCH&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
23,SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG1IN /...,"56,990",https://flipkart.com//samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-thin-light-laptop/p/itm80f6b6ecef780?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_1_24&otracker=search&fm=organic&iid=4e0e4bb1-e132-4a3b-8154-98bc7a2c4659.COMGZUYDFZXHWYWZ.SEARCH&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
24,CHUWI Intel Core i5 10th Gen 1035G1 - (16 GB/512 GB SSD/Windows 11 Home) CoreBook X Grey Laptop,"24,990",https://flipkart.com//chuwi-intel-core-i5-10th-gen-1035g1-16-gb-512-gb-ssd-windows-11-home-corebook-x-grey-laptop/p/itm575d2115bdd15?pid=COMGVGAWPAQFKPJZ&lid=LSTCOMGVGAWPAQFKPJZCYW6TC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_dR9y68IWT02mEw2JETrbZkLH49hlxahkOTUzKT2Rr3UEdFy4eFTQqWiVmBKSDTgKpUvWQ2JaaQd1NTPHHXBDFg%3D%3D&ppt=sp&ppn=sp&ssid=0rlvx2qq6o0000001723729630653&qH=312f91285e048e09
25,Acer Chromebook Plus (2024) Intel Core i3 N305 - (8 GB/256 GB SSD/Chrome OS) CB514-4H-39T7 Chromebook ...,"24,990",https://flipkart.com//acer-chromebook-plus-2024-intel-core-i3-n305-8-gb-256-gb-ssd-chrome-os-cb514-4h-39t7-laptop/p/itm5542cc6900ec1?pid=COMHFC9KE39WGHMA&lid=LSTCOMHFC9KE39WGHMAQAKNGX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_2&otracker=search&fm=organic&iid=en_dR9y68IWT02mEw2JETrbZkLH49hlxahkOTUzKT2Rr3VTdArCVxGh6-S8Rpn3IhVFUF0NcK3k6hkX5qSfmfDnVYQEIsITtCzc4bHaOMTqL08%3D&ppt=sp&ppn=sp&ssid=0rlvx2qq6o0000001723729630653&qH=312f91285e048e09
26,Acer One (2024) Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin a...,"22,990",https://flipkart.com//acer-one-2024-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-ao-14-z-8-415-thin-light-laptop/p/itm34f24cbac6f26?pid=COMGPF5CQ7VDWDT4&lid=LSTCOMGPF5CQ7VDWDT4PET780&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_3&otracker=search&fm=organic&iid=5931c60a-51be-4f07-9b3b-8586871592d7.COMGPF5CQ7VDWDT4.SEARCH&ppt=sp&ppn=sp&ssid=0rlvx2qq6o0000001723729630653&qH=312f91285e048e09
27,ASUS Vivobook 15 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953...,"33,990",https://flipkart.com//asus-vivobook-15-2024-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1502za-ej953ws-thin-light-laptop/p/itm3b11f9400fcd8?pid=COMGZKHQ8BXZFBUT&lid=LSTCOMGZKHQ8BXZFBUTEXWMPL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_4&otracker=search&fm=organic&iid=5931c60a-51be-4f07-9b3b-8586871592d7.COMGZKHQ8BXZFBUT.SEARCH&ppt=sp&ppn=sp&ssid=0rlvx2qq6o0000001723729630653&qH=312f91285e048e09
28,Acer Aspire 7 (2024) Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,"49,990",https://flipkart.com//acer-aspire-7-2024-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-76g-52h4-a715-76g-gaming-laptop/p/itm45fad0c290245?pid=COMGRHJUCYY63HAA&lid=LSTCOMGRHJUCYY63HAA42YLKV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_5&otracker=search&fm=organic&iid=5931c60a-51be-4f07-9b3b-8586871592d7.COMGRHJUCYY63HAA.SEARCH&ppt=sp&ppn=sp&ssid=0rlvx2qq6o0000001723729630653&qH=312f91285e048e09
29,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"49,990",https://flipkart.com//hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_6&otracker=search&fm=organic&iid=5931c60a-51be-4f07-9b3b-8586871592d7.COMGXNZGJV3MEMWM.SEARCH&ppt=sp&ppn=sp&ssid=0rlvx2qq6o0000001723729630653&qH=312f91285e048e09
